SubjectID,SubjectName,SubjectDescription,Name,NumericCode,CourseCode,Description,Prerequisite,Antirequisite,Corequisite,OneWayExclusion,CrossListed
95,Ed Psych & Couns (Psychology),,Issues in Health Professions Education,637,EDPE,"An overview of health professions education issues, including: learning and assessment in the clinical setting, medical core competencies, design, delivery and evaluation of health professions education programs, organization & management of health professions education programs and systems, organizational change and leadership, clinical reasoning and decision making, interdisciplinary education.",,,,,
95,Ed Psych & Couns (Psychology),,Applied Theory/Methods in the Learning Sciences,656,EDPE,"Foundational and current theories and methodologies applied to understanding human cognition and learning. An overview of experimental, observational, and physiological research designs, methods, and analyses.",,,,,
95,Ed Psych & Couns (Psychology),,Emerging Technologies for Educational Change,640,EDPE,Interdisciplinary learning theories; working with and evaluating emerging digital technologies and interfaces that impact teaching and learning.,,,,,
95,Ed Psych & Couns (Psychology),,Foundations of Learning Science,666,EDPE,"An introduction to theory and research pertaining to the interdisciplinary study of the learning sciences. Focuses on cognitive-psychological and social-psychological foundations of human leaning, as well as on the design of learning environments.",,,,,
95,Ed Psych & Couns (Psychology),,Learning Environments,663,EDPE,"Research on digital environments and tools (e.g., online, mobile) that support learning and developing expertise. Evaluation and application of theory and research on technology-rich educational environments focusing on underlying cognitive and social processes.",,,,,
95,Ed Psych & Couns (Psychology),,"Expertise, Reasoning and Problem Solving",664,EDPE,"Current research on the development of expertise, problem solving, and reasoning in formal and informal educational settings, exploring cognitive, interpersonal, and socio-cultural dimensions. Introduction to methodologies for analyzing data related to cognitive processes.",,,,,
95,Ed Psych & Couns (Psychology),,Advanced Seminar in Learning Sciences,668,EDPE,"Critical analysis and synthesis of contemporary theoretical and empirical research in educational psychology and cognate areas. Topics addressed for each offering may change as a function of current debates and issues in the educational literature. Examples of topics would be motivation, assessment, epistemology, self-regulated learning, and metacognition.",,,,,
95,Ed Psych & Couns (Psychology),,Educational Assessment and Evaluation,670,EDPE,Theories and models of evaluation as applied to educational programs and instructional systems. Current theories of aligning assessment with curriculum and instruction goals based on the cognitive competencies required in specific practices.,EDPE 635,,,,
95,Ed Psych & Couns (Psychology),,Human Development Seminar,672,EDPE,Theories and developments in the science of human development within the context of research and practice and the evolution of the field at large.,EDPE 502 or permission of the instructor (Minimum Grade/Test score(s) needed is B-).,,,,
95,Ed Psych & Couns (Psychology),,Intermediate Statistics,676,EDPE,"Concepts and procedures of conducting basic descriptive and inferential statistics, including analysis of variance, correlation, and regression models. Provides experience with data-analysis tools.",,,,,
95,Ed Psych & Couns (Psychology),,Human Development Seminar,673,EDPE,Continuation of theories and developments in the science of human development within the context of research and practice and evolution of the field at large.,EDPE 672 (Minimum Grade/Test score(s) needed is B-).,,,,
95,Ed Psych & Couns (Psychology),,Univariate/Multivariate Analysis,682,EDPE,"General linear model as a unified data analytic system for estimation and hypothesis testing that subsumes regression, analysis of variance, and analysis of covariance for single dependent variables. Introduction to generalizations involving multiple dependent (criterion) variables. Applications oriented toward education, educational psychology and counselling psychology. Experience with data-analysis tools.",EDPE 676,,,,
95,Ed Psych & Couns (Psychology),,Human Development Seminar,683,EDPE,Recent developments of specific topics in human development.,EDPE 673 (Minimum Grade/Test score(s) needed is B-).,,,,
95,Ed Psych & Couns (Psychology),,Applied Multivariate Statistics,684,EDPE,"Principal methods, models, and hypothesis-testing procedures for the prediction and analysis of patterns, structure, and relationships in multivariate data (e.g., factor and path analysis, structural equation modeling, multi-level modeling). Applications oriented toward education and educational and counselling psychology. Provides experience with data analysis tools.",EDPE 682 or equivalent.,,,,
95,Ed Psych & Couns (Psychology),,Human Development Seminar,686,EDPE,Continuation of recent developments of specific topics in human development.,EDPE 683 (Minimum Grade/Test score(s) needed is B-).,,,,
95,Ed Psych & Couns (Psychology),,Seminar in Special Topics,595,EDPE,"The content of the seminar will vary from year to year and will be announced prior to registration. The seminar may be given by a single instructor or by a group, as the occasion warrants.",,,,,
95,Ed Psych & Couns (Psychology),,Seminar in Special Topics,596,EDPE,Seminar in selected topics in Educational and Counselling Psychology. The topic will vary from year and will be announced prior to registration.,,,,,
95,Ed Psych & Couns (Psychology),,Current Topics: Educational Psychology,600,EDPE,Current issues and developments and reviews of major areas in educational psychology in the context of research in the Department and the evolution of the discipline at large.,,,,,
95,Ed Psych & Couns (Psychology),,Current Topics: Educational Psychology,600D2,EDPE,See EDPE 600D1 for course description.,EDPE 600D1,Open to School/Applied Psychology students only.,,,
95,Ed Psych & Couns (Psychology),,Current Topics: Educational Psychology,600D1,EDPE,Current issues and developments and reviews of major areas in educational psychology in the context of research in the Department and the evolution of the discipline at large.,,Open to School/Applied Psychology students only.,,,
95,Ed Psych & Couns (Psychology),,Research Methods,605,EDPE,"Research methods and designs, planning and evaluating research, relations between research and statistical designs, interdisciplinary and nonquantitative approaches, meta-analysis, and the use of computers beyond computation. Ethics, scholarly writing.",,,,,
95,Ed Psych & Couns (Psychology),,Thesis,604,EDPE,Literature survey and thesis planning.,,,,,
95,Ed Psych & Couns (Psychology),,Thesis,607,EDPE,Preparation of a thesis proposal.,,,,,
95,Ed Psych & Couns (Psychology),,Selected Topics in Educational Psychology,609,EDPE,A detailed examination of recent developments in specific topics of educational psychology. The content of the seminar will vary from year to year and will be announced prior to registration.,,,,,
95,Ed Psych & Couns (Psychology),,School Psychology Seminar,611,EDPE,"Focus on the profession and practice of school psychology. Four major areas of information within the discipline of school psychology will be addressed: history and organizational systems, psychological service delivery in educational settings, ethical and legal issues, and new trends and future developments in school psychology and training.",,Open to School/Applied Psychology students only.,,,
95,Ed Psych & Couns (Psychology),,Uses of Research Findings in Education,602,EDPE,Basic concepts of educational research for the student who is likely to be a regular consumer of research but only an occasional generator of research and will be able to use common tools of information retrieval.,,,,,
95,Ed Psych & Couns (Psychology),,Cognitive Development,616,EDPE,"Assessment of theories of cognitive development including Piagetian, neo-Piagetian, and information-processing approaches. Theoretical models and empirical findings, and their application to educational and other settings.",,,,,
95,Ed Psych & Couns (Psychology),,Developmental Psychopathology,620,EDPE,"Theory, research, and practice in developmental processes in the study of psychopathology, including aberrant behaviour in childhood, at-risk and resilient children, and mental illness.",EDPE 615,,,,
95,Ed Psych & Couns (Psychology),,Multiculturalism and Gender,622,EDPE,"Multicultural, multilingual and gender issues as they relate to the practising school and counselling psychologist. Implications and their impact in assessment, research, training, and intervention.",,Open to School/ Applied Child and Counselling Psychology students only,,,
95,Ed Psych & Couns (Psychology),,Child and Adolescent Therapy,619,EDPE,Therapeutic models for individual and group interventions for children and adolescents; case histories; gender and cultural minority issues; emphasis on classical and innovative strategies and methods for school and counselling psychologists.,,For School/Applied Child Psychology students only.,,,
95,Ed Psych & Couns (Psychology),,Social-Emotional Development,623,EDPE,"Social-emotional development including temperament, attachment, gender identity, and peer relations. Biological and environmental influences, continuity and change, and qualitative versus quantitative variables.",,,,,
95,Ed Psych & Couns (Psychology),,Practicum 1: School Psychology,625,EDPE,"Clinic experiences (normally 8-10 hours/week) (a) conducting assessment batteries, (b) interpreting assessment findings and developing intervention plans, (c) providing remedial services for specific learning domains and practical recommendations, (d) acquiring skills in group intervention techniques. Weekly case review and student progress meetings.",,,,,
95,Ed Psych & Couns (Psychology),,Practicum 2: School Psychology,626,EDPE,"Clinic experiences (normally 8-10 hours/week) building upon EDPE 625: (a) conducting assessment batteries, (b) interpreting assessment findings and developing intervention plans, (c) providing remedial services for specific learning domains and practical recommendations, (d) acquiring skills in group intervention techniques. Weekly case review and student progress meetings. May continue to the end of the public school year.",,,,,
95,Ed Psych & Couns (Psychology),,Ethical and Professional Practice of Psychology,627,EDPE,"Ethics and the professional and governmental structures regulating the practice of psychology in Quebec, Canada, and North America and their relation to the work of psychologists. Required for licensing as a psychologist.",EDPE 575 or equivalent,"Open only to students in M.A. (Thesis) Educational Psychology - School/Applied Child Psychology Stream Program, M.A. (Non-Thesis) Counselling Psychology - Project Program, and M.A. (Thesis) Counselling Psychology Program.",,,
95,Ed Psych & Couns (Psychology),,Research Seminar,632D1,EDPE,"A bi-weekly seminar course given by staff, invited speakers and senior graduate students in different areas of research related to Human Development. Students are expected to participate by reading pertinent literature prior to seminars and asking questions at each seminar. Attendance is compulsory, and the course is graded pass/fail based on participation.",,,,,
95,Ed Psych & Couns (Psychology),,Qualitative Methods in Educational Psychology,687,EDPE,"The logics of design and selection of phenomenology, grounded theory, ethnography, case study and mixed design methods with emphasis on data analysis in light of issues of research purpose, epistemology, reliability and validity.",,,,,
95,Ed Psych & Couns (Psychology),,Reading Course,691,EDPE,Supervised readings supervised by a member of staff. Topics will be chosen to suit individual interests.,,,,,
95,Ed Psych & Couns (Psychology),,Reading Course,692D1,EDPE,Supervised readings supervised by a member of staff. Topics will be chosen to suit individual interests.,,,,,
95,Ed Psych & Couns (Psychology),,Reading Course,692,EDPE,Supervised readings supervised by a member of staff. Topics will be chosen to suit individual interests.,,,,,
95,Ed Psych & Couns (Psychology),,Reading Course,692D2,EDPE,See EDPE 692D1 for course description.,EDPE 692D1,,,,
95,Ed Psych & Couns (Psychology),,Thesis,694,EDPE,Thesis research under supervision of a research director.,,,,,
95,Ed Psych & Couns (Psychology),,Thesis,693,EDPE,Thesis research under supervision of a research director.,,,,,
95,Ed Psych & Couns (Psychology),,Thesis,695,EDPE,Thesis research under supervision of a research director.,,,,,
95,Ed Psych & Couns (Psychology),,Thesis,695D2,EDPE,See EDPE 695D1 for course description.,EDPE 695D1,,,,
95,Ed Psych & Couns (Psychology),,Thesis,695D1,EDPE,Thesis research under supervision of a research director.,,,,,
95,Ed Psych & Couns (Psychology),,Thesis,696,EDPE,Thesis research under supervision of a research director.,,,,,
95,Ed Psych & Couns (Psychology),,Thesis,696D2,EDPE,See EDPE 696D1 for course description.,EDPE 696D1,,,,
95,Ed Psych & Couns (Psychology),,Thesis,696D1,EDPE,Thesis research under supervision of a research director.,,,,,
95,Ed Psych & Couns (Psychology),,Special Activity,697,EDPE,"A project relevant to improving educational practice. It may be an internship, a research project, or an innovation in teaching, supervised by the student's advisor and with the approval of the department. It is completed by the submission of a project report, monograph, or production. For M.Ed. students only.",,,,,
95,Ed Psych & Couns (Psychology),,Special Activity,697D2,EDPE,See EDPE 697D1 for course description.,EDPE 697D1,,,,
95,Ed Psych & Couns (Psychology),,Special Activity,697D1,EDPE,"A project relevant to improving educational practice. It may be an internship, a research project, or an innovation in teaching, supervised by the student's advisor and with the approval of the department. It is completed by the submission of a project report, monograph, or production. For M.Ed. students only.",,,,,
95,Ed Psych & Couns (Psychology),,Special Activity,698,EDPE,"A project relevant to improving educational practice. It may be an internship, a research project, or an innovation in teaching, supervised by the student's advisor and with the approval of the department. It is completed by the submission of a project report, monograph, or production. For M.Ed. students only.",,,,,
95,Ed Psych & Couns (Psychology),,Special Activity,698D1,EDPE,"A project relevant to improving educational practice. It may be an internship, a research project, or an innovation in teaching supervised by the student's advisor and with the approval of the department. It is completed by the submission of a project report, monograph, or production. For M.Ed. students only.",,,,,
95,Ed Psych & Couns (Psychology),,Special Activity,699D1,EDPE,"A project relevant to improving educational practice. It may be an internship, a research project, or an innovation in teaching supervised by the student's advisor and with the approval of the department. It is completed by the submission of a project report, monograph, or production.",,Only open to M.Ed. students. Not open to students who have taken EDPE 697 and EDPE 698.,,,
95,Ed Psych & Couns (Psychology),,Special Activity,698D2,EDPE,See EDPE 698D1 for course description.,EDPE 698D1,,,,
95,Ed Psych & Couns (Psychology),,Internship 1 - School Psychology,725D2,EDPE,See EDPE 725D1 for course description.,EDPE 725D1,,,,
95,Ed Psych & Couns (Psychology),,Internship 1 - School Psychology,725D1,EDPE,"Open only to Ph.D. students in School/Applied Child Psychology. A 2 1/2 day, 10- to 12-month supervised internship (minimum 600 hours) including assessment and diagnosis normally in a school-based setting. This also includes group supervision to discuss cases that arise in internship settings. May be combined with EDPE 726 in a single full-time year long internship; this full-time pattern is typical in accredited sites.",,,,,
95,Ed Psych & Couns (Psychology),,Internship 2 - School Psychology,726D1,EDPE,"Open only to Ph.D. students in School/Applied Child Psychology. A 2 1/2 day, 10- to 12-month supervised internship (minimum 600 hours) including assessment and diagnosis normally in an educationally relevant community-based center (e.g., hospital, clinic), group supervision, case discussions. May be combined with EDPE 725 in a single full-time year long internship; this full-time pattern is typical in accredited sites.",,,,,
95,Ed Psych & Couns (Psychology),,Internship 2 - School Psychology,726,EDPE,"Open only to Ph.D. students in School/Applied Child Psychology. A 2 1/2 day, 10- to 12-month supervised internship (minimum 600 hours) including assessment and diagnosis normally in an educationally relevant community-based centre (e.g., hospital, clinic), group supervision, case discussions. May be combined with EDPE 725 in a single full-time year long internship; this full-time pattern is typical in accredited sites.",,,,,
95,Ed Psych & Couns (Psychology),,Internship 2 - School Psychology,726D2,EDPE,See EDPE 726D1 for course description.,EDPE 726D1,,,,
98,Ed Psych & Couns (Inclusive),,Social and Emotional Development,211,EDPI,Intensive training in observation of the development and behaviour of children as individuals and as members of modern First Nations or Inuit society. Study of educational implications of both common and divergent behaviour. Development of relevant teaching practices.,,,,,
98,Ed Psych & Couns (Inclusive),,Perceptual Motor Development,212,EDPI,"Observation of perceptual-motor aspects of child development at the pre-school and elementary levels. Application of observations to teaching methods and materials, curriculum, classroom management and evaluation.",,,,,
98,Ed Psych & Couns (Inclusive),,Diverse Learners,309,EDPI,"Inclusion debates; review of the evolution of the history of inclusive education; models of development ( eco-systemic models); characteristics, teaching practices; teachers' roles in inclusive classrooms. Overview of characteristics, causes, needs, and teaching strategies for diverse and exceptional students, teaching and learning for differences in intellectual, emotional, behavioural, sensory, physical and learning domains found in effective inclusive classrooms. Working with families.",EDPI 341,Open to B.Ed. and Concurrent students only.,,,
98,Ed Psych & Couns (Inclusive),,Instruction in Inclusive Schools,341,EDPI,"Developing, planning, implementing and evaluating effective learning programs for diverse learners, and consideration of their more general applicability. Adapting curriculum and instruction for learners with varying abilities, learning styles, and needs. Collaboration with students, families, and other educators (or stakeholders) in the instructional process. Application of adaptations at the classroom and school level for all students in inclusive schools.",EDPE 300.,Open to B.Ed. students only,,,
98,Ed Psych & Couns (Inclusive),,Assessment for Instruction,344,EDPI,"Assessing student strengths, problems and needs; functions and use of different types of student assessment (traditional and alternative assessments); assessing the classroom environment; issues in assessment. Application component: application of assessment process with exceptional students, and use of results for planning and adapting instruction.",,,,,
98,Ed Psych & Couns (Inclusive),,Managing the Inclusive Classroom,440,EDPI,"Comprehensive approach to classroom management, including management of student learning and behavior, classroom environment, material and human resources, and teacher growth. Focus on research-based practices, including behavioral approaches, for effectively managing a classroom with diversity of students. Application component: application of classroom management principles in the field.",,,,,
98,Ed Psych & Couns (Inclusive),,Students with Behavior Difficulties,441,EDPI,"Theoretical approaches and specific teaching methods appropriate to the needs of students with emotional or behavior problems, including students with attention deficit hyperactivity disorder. Multimodal team intervention approaches are emphasized. Application component: application of teaching methods with students experiencing behavior difficulties.",,,,,
98,Ed Psych & Couns (Inclusive),,Students with Learning Difficulties,442,EDPI,"Commonalities and differences between students with specific learning disabilities, and related teaching approaches. Emphasis on methods, materials, and technology for teaching academic content as well as social skills. Application component: modifying and teaching content areas to students experiencing learning difficulties.",,,,,
98,Ed Psych & Couns (Inclusive),,Special Topics,446,EDPI,Selected topics in the field of educating students with exceptionalities.,,,,,
98,Ed Psych & Couns (Inclusive),,Computers and Special Needs,450,EDPI,"Overview of the role and contribution of computers in relation to students with exceptionalities. Review of instructional uses of computers, applications for modifying and teaching curriculum applications for specific learning needs, assistive devices for students with sensory and physical disabilities, and resources for students and teachers.",,,,,
98,Ed Psych & Couns (Inclusive),,Supporting Students' Strengths and Talents,526,EDPI,"The psychology and practice of supporting the strengths and talents of all students across educational and community settings . Strength and talent-based programs and activities, assessments to discover student strengths and talents, classroom adaptations, application of strength and talent-based approaches to curriculum design.",,,,,
98,Ed Psych & Couns (Inclusive),,Creativity and its Cultivation,527,EDPI,"Recent research, theory, and educational practice concerning creativity, with special attention to creativity in students and educational settings.",,,,,
98,Ed Psych & Couns (Inclusive),,Field Work,539,EDPI,Supervised experience in an approved relevant educational setting.,,,,,
98,Ed Psych & Couns (Inclusive),,Field Work,540,EDPI,Supervised experience in an approved relevant educational setting.,,,,,
98,Ed Psych & Couns (Inclusive),,"Family, School and Community",543,EDPI,"Focus on the examination of three important systems in a child’s life; namely family, school and community, as well as societal influences on student growth, development, and adjustment. Emphasis will be on evidence-based practices in collaborating with families and community organizations to form partnerships, classroom interventions and school-based initiatives to enhance well-being.",,,,,
98,Ed Psych & Couns (Inclusive),,"Inclusion: Past, Present and Future",642,EDPI,"Provides a critical analysis of the concept of inclusion with a particular focus on disability within historical, political, and educational contexts and equity seeking groups.",,,,,
98,Ed Psych & Couns (Inclusive),,Individual Reading Course,616,EDPI,Reading Course.,,,,,
98,Ed Psych & Couns (Inclusive),,Education of Learners/Special Needs,643,EDPI,Contemporary issues in the education of students with special needs: assessment and identification; service delivery models; instructional methods; parent/professional relationships; research priorities; legislative policies; adult education; employment training.,,,,,
98,Ed Psych & Couns (Inclusive),,Assessment For Effective Intervention,645,EDPI,Exploration of practice-based models and approaches to assessment. It emphasises the application of theoretically sound models of assessment to guide interventions for students in inclusive contexts.,,,,,
98,Ed Psych & Couns (Inclusive),,Instruction/Curriculum Adaptation,654,EDPI,Adapting instruction and curriculum for students with special needs; developing individualized programs and methods; building curriculum that addresses both academic and social needs of students.,,,,,
98,Ed Psych & Couns (Inclusive),,Community-Based Field Work,656,EDPI,Participation in a supervised community-based professional setting. Provides opportunity to expand on experiences working with people being served by the program/site in a variety of settings. Students complete a minimum of 150 hours per term at an approved field work site.,,,,,
98,Ed Psych & Couns (Inclusive),,Community-Based Field Work,656D1,EDPI,Participation in a supervised community-based professional setting. Provides opportunity to expand on experiences working with people being served by the program/site in a variety of settings. Students complete a minimum of 150 hours per term at an approved field work site.,,,,,
98,Ed Psych & Couns (Inclusive),,Community-Based Field Work,656D2,EDPI,See EDPI 656D1 for course description.,EDPI 656D1,,,,
98,Ed Psych & Couns (Inclusive),,Teaching of Reading,665,EDPI,Reviews contemporary research on reading acquisition and associated language development with a focus on research and theory as the basis for examining current evidence-based practices for supporting learning in diverse classrooms.,,,,,
98,Ed Psych & Couns (Inclusive),,Research Project,691,EDPI,Literature survey and research planning.,,,,,
98,Ed Psych & Couns (Inclusive),,Research Project,692,EDPI,Preparation of research proposal and commencement of research under supervision of a research director.,,,,,
99,Ed Psych & Couns (Collegial),,Teaching and Learning in Higher Education,689,EDPH,"Students will develop an understanding of teaching and learning as a process in which instruction is based on the learning to be accomplished. Students will design, develop, and evaluate a university course of their choice, and will develop facility and confidence in using teaching methods appropriate to their domains.",,,,,
98,Ed Psych & Couns (Inclusive),,Research Project,693,EDPI,Continuation of research begun in Research Project 2 under supervision of a research director.,,,,,
98,Ed Psych & Couns (Inclusive),,Research Project,694,EDPI,Completion of research and analysis and submission of completed research project.,,,,,
98,Ed Psych & Couns (Inclusive),,Seminar on Special Needs,743D1,EDPI,Contemporary issues in the education of students with special needs. Professional and research issues.,,,,,
98,Ed Psych & Couns (Inclusive),,Seminar on Special Needs,743D2,EDPI,See EDPI 743D1 for description.,EDPI 743D1,,,,
100,EDPS,,Introductory Professional Seminar,600,EDPS,"Designed to foster deep thinking about the complex educational endeavour of becoming a teacher. Considers what shapes the development of theoretical and empirical work on teachers’ roles, identities and professionalism. Introduces Teacher Inquiry as a framework for the study of teaching and learning. The capstone research project and professional e-portfolio are introduced. Professional Competencies are addressed, developed and assessed.",,,,,
100,EDPS,,Professional Seminar,610,EDPS,"Provides support to student teaching in EDIN 610. Develops reflexive thinking, examining classroom situations with a view to improving practice, including classroom management, and developing teacher collaboration and community-building. Practical implications of capstone research projects are developed. Artefacts are selected/contextualized for inclusion in e-portfolios. Professional Competencies are addressed, developed, and assessed.",,Not open to students who have taken EDIN 601.,,,
100,EDPS,,Culminating Professional Seminar,605,EDPS,"Seminars on the experience through aspects of self-examination and reflection. Topics include identifying and understanding progress and areas of weakness, attending to physical and emotional self-care, and charting ongoing professional development. Culminating professional projects are showcased.",,,,,
100,EDPS,,Professional Seminar,620,EDPS,Primary goal is to finalize students’ Capstone Research Projects (CRPs) culminating in student CRP presentations at the Capstone Research Symposium. Provides support to student teaching in EDIN 620 through discussion of professional and ethical considerations during internship and as novice teachers. E-portfolios are completed. Professional Competencies are developed and assessed.,,Not open to students who have taken EDIN 602.,,,
101,Ed Psych & Couns (Media),,Integrating Educational Technology in Classrooms,200,EDPT,"The course is designed to help practicing and future teachers integrate current and emerging technology in their daily teaching practices. It is a practical, hands-on course that is grounded in constructivist learning theory. The participants will learn by engaging in authentic tasks in a project-based learning environment.",,,,,
101,Ed Psych & Couns (Media),,Creating and Using Media for Learning,204,EDPT,"Creating and using media for learning. The course reviews audio-visual education (text, visuals, audio, video, and augmented reality), media and information literacy for K-11, higher education, and society, and how data are represented and used in education and research in different disciplines. The rationale and underlying principles for the design, production and effective use of media are emphasized.",,,,,
102,Education in Second Languages,,First Professional Seminar,210,EDSL,How to observe in second language classrooms. Students will be introduced to ways of observing instructional practices and procedures and will begin to reflect on various interactional patterns between teachers and students as observed in the First Year Field Experience. Professional portfolios and professional competencies will be addressed.,,Not open to students who have taken EDSL 209 (First Year Professional Seminar),,,
102,Education in Second Languages,,Communication in Education for TESL in Quebec,215,EDSL,"Designed to develop academic and professional communication in education, both oral and written. Tailored to the needs of future ESL teachers in Quebec. Exposure to different professional and social situations via role playing, problem-solving, and various oral and written interactions in French and/or English as appropriate.",Placement test.,,,,
102,Education in Second Languages,,Second Language Education in Indigenous Communities,247,EDSL,Issues and considerations in the learning of English or French in Indigenous communities. Emphasis on teaching a second language to Indigenous children.,,,,,
102,Education in Second Languages,,Second Professional Seminar,254,EDSL,"The course aims to develop basic practices in planning and teaching in ESL classrooms at the elementary and secondary levels, including reflective analysis. Professional portfolios and professional competencies will be addressed.",,,,,
102,Education in Second Languages,,Second Professional Seminar,255,EDSL,"The course aims to develop basic practices in planning and teaching in ESL classrooms, including microteaching and reflective analysis. Professional portfolios and professional competencies will be addressed.",,Open to B.Ed. (TESL) students. Not open to students who have taken EDSL 259 (Second Year Professional Seminar).,,,
102,Education in Second Languages,,Second Professional Seminar,255D1,EDSL,"The course aims to develop basic practices in planning and teaching in ESL classrooms, including microteaching and reflective analysis. Professional portfolios and professional competencies will be addressed.",,Open to B.Ed. (TESL) students. Not open to students who have taken EDSL 259 (Second Year Professional Seminar),,,
102,Education in Second Languages,,Second Professional Seminar,255D2,EDSL,See EDSL 255D1 for course description.,,Open to B.Ed. (TESL) students. Not open to students who have taken EDSL 259 (Second Year Professional Seminar),,,
102,Education in Second Languages,,Foundations of L2 Education,300,EDSL,"This introduction to the field of second language education provides an overview of the supporting disciplines (e.g., linguistics, psychology, sociology and education) and includes historical and analytical perspectives on the development of L2 teaching through an examination of approaches to L2 instruction and specific teaching methods.",,,,,
102,Education in Second Languages,,Séminaire professionnel-2e,260,EDSL,Analyse réflexive des pratiques d'enseignement propres à l'assistanat.,,,,,
102,Education in Second Languages,,Étude de la langue,301,EDSL,"Notions de base pour l'enseignement des composantes linguistique (lexique, morphologie, syntaxe et sémantique) et discursive (de la phrase aux types de textes et de discours); apprentissage de la grammaire nouvelle; composante langue des programmes d'études.",,,,,
102,Education in Second Languages,,L2 Learning: Classroom Settings,305,EDSL,"This course provides an introduction to theory and research in second language acquisition (SLA). It is designed to help students understand the processes, developmental patterns and factors contributing to SLA so that the students will be prepared to evaluate and develop teaching procedures in light of this understanding.",EDSL 300 or LING 200 or LING 201.,,,,
102,Education in Second Languages,,Sociolinguistics and L2 Education,304,EDSL,"This course introduces students to various social aspects of language, language use, and language learning by examining second language education from three interrelated perspectives: sociolinguistics, discourse, and culture. Issues range from language variation and social attitudes to conversational analysis and cross-cultural communication.",LING 200 or LING 201.,,,,
102,Education in Second Languages,,Pedagogical Grammar,311,EDSL,"The course focuses on how the English language works as a system, examining it from the levels of phonology, morphology, syntax, semantics, and discourse. These aspects will be considered in relation to second language teaching and learning.",EDSL 350 and EDSL 447,Not for credit if EDSL 301 or EDEC 302 has been or is being taken,,,
102,Education in Second Languages,,Third Year Professional Seminar,315,EDSL,"Classroom processes such as teaching and learning strategies, lesson planning and implementation, classroom organization and management, and developing a reflective teaching and learning practice. Competencies and working professional portfolios will be addressed.",,"Open only to B.Ed. TESL students who have taken EDFE 255 or EDFE 255D1/D2. Not open to students who have taken or are taking EDFE 259, EDSL 309 or EDSL 310.",,,
102,Education in Second Languages,,Séminaire 3 professionnel,320,EDSL,Ce séminaire professionnel porte sur l'analyse réflexive des pratiques stratégiques d'enseignement propres aux divers contextes scolaires au primaire. Ce séminaire vise également l'expérimentation de divers matériels pédagogiques et la simulation de techniques d'animation et de gestion de classe.,,,,,
102,Education in Second Languages,,Literacy 1:Teaching Reading in ESL,330,EDSL,"Examines current literacy theory and practice, focusing on the teaching of reading skills for the comprehension and appreciation of texts in various genres, formats and functions, in ESL for elementary and secondary level students. Top-down and bottom-up reading processes; cultural and general background knowledge; knowledge of language including grammar and vocabulary are addressed.",,,,,
102,Education in Second Languages,,Literacy 2: Teaching Writing in ESL,332,EDSL,"Examines current literacy theory and practice, focusing on the teaching of writing skills for the production of texts in various genres, formats and functions, in ESL for elementary and secondary level students. Based on an understanding of writing as a process, key areas include: the adaptation and development of appropriate writing activities; feedback and revision; theme- and literature-based activities; and building upon reading and oral activities.",EDSL 330,,,,
102,Education in Second Languages,,Teaching Oral Skills in ESL,334,EDSL,"Application of the English sound system to practical ESL teaching situations, planning and integrating pronunciation (as well as other oral skills, such as fluency) into activities and projects, developing materials, and assessing progress.",LING 200 or LING 201 or LING 210,,,,
102,Education in Second Languages,,Littératie et littérature jeunesse en FLS,341,EDSL,Développement de la littératie en langue seconde; les stratégies d'enseignement et d'apprentissage de la lecture et de l'écriture; l'exploration et l'utilisation de la littérature enfantine et de jeunesse propre à la francophonie dans divers contextes scolaires.,,,,,
102,Education in Second Languages,,Enseignement du FLS-immersion,345,EDSL,Ce cours examine divers cheminements retrouvés en contexte immersif ainsi que diverses approches pédagogiques propices à l'enseignement du FLS par le biais de matières scolaires. Des recherches effectuées en contexte immersif seront également examinées par rapport au développement langagier des élèves en immersion.,EDSL 301,,,,
102,Education in Second Languages,,Essentials of English Grammar,350,EDSL,"Analysis of English phrases, clauses and sentences up to discourse level in connected text. Emphasis on distinguishing between grammatical form, meaning, and function. Identification, analysis and correction of common errors made by ESL learners.",,This is a required course for B.Ed. TESL students. Students from other programs may be admitted at the discretion of the instructor.,,,
102,Education in Second Languages,,Teaching English as a Second Language in the Community,390,EDSL,"Introduction to pedagogical, program and policy contexts of teaching ESL outside the formal K - 11 school setting, including teaching children, adolescents and adults, in the private and community sectors in Canada and abroad.",,,,,
102,Education in Second Languages,,Assessment in TESL,412,EDSL,"This course deals with the role of assessment in TESL. Students will explore the kinds of information needed to make educational decisions in second language courses, different techniques for collecting that information, and ways for interpreting it. Principles and methods for assessment with and without tests are discussed and practiced.",,,,,
102,Education in Second Languages,,Fourth Professional Seminar,415,EDSL,"Professional competencies and final preparation of professional portfolios will be addressed. Focus is on development as a TESL professional, preparation for the workplace, and analysis, reflection, problem solving and support of actual teaching practice.",EDSL 315,Not open to students who have taken EDSL 409,,,
102,Education in Second Languages,,Séminaire 4 professionnel,420,EDSL,Ce séminaire professionnel porte sur l'analyse réflexive des pratiques stratégiques d'enseignement propres aux divers contextes scolaires au secondaire. Ce séminaire vise également l'expérimentation de divers matériels pédagogiques et la simulation de techniques d'animation et de gestion de classe.,,,,,
102,Education in Second Languages,,Laboratoire d'enseignement en français langue seconde,444,EDSL,Entraînement à l'observation et à l'analyse de situations d'enseignement du français langue seconde au primaire. Pratiques d'habiletés en situation microenseignement. Vidéoscopie et entraînement à la pratique réfléchie.,EDSL 301 or FREN 231.,,,,
